name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Cocaine,Eric Clapton,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.266,audio_features,3ykSdTGmYPFl8pDBXer1zG,spotify:track:3ykSdTGmYPFl8pDBXer1zG,https://api.spotify.com/v1/tracks/3ykSdTGmYPFl8pDBXer1zG,https://api.spotify.com/v1/audio-analysis/3ykSdTGmYPFl8pDBXer1zG,221640,4
Message In A Bottle - Remastered 2003,The Police,0.582,0.81,1,-7.024,0,0.0396,0.0338,1.68e-05,0.202,0.875,151.006,audio_features,5xD021bM8VbqrhCVhxRozx,spotify:track:5xD021bM8VbqrhCVhxRozx,https://api.spotify.com/v1/tracks/5xD021bM8VbqrhCVhxRozx,https://api.spotify.com/v1/audio-analysis/5xD021bM8VbqrhCVhxRozx,290280,4
Smoke on the Water,Deep Purple,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,audio_features,5SAUIWdZ04OxYfJFDchC7S,spotify:track:5SAUIWdZ04OxYfJFDchC7S,https://api.spotify.com/v1/tracks/5SAUIWdZ04OxYfJFDchC7S,https://api.spotify.com/v1/audio-analysis/5SAUIWdZ04OxYfJFDchC7S,342173,4
Roxanne - Remastered 2003,The Police,0.608,0.746,0,-8.851,1,0.354,0.026,2.39e-06,0.043,0.745,134.03,audio_features,0SYRVn2YF7HBscQEmlkpTI,spotify:track:0SYRVn2YF7HBscQEmlkpTI,https://api.spotify.com/v1/tracks/0SYRVn2YF7HBscQEmlkpTI,https://api.spotify.com/v1/audio-analysis/0SYRVn2YF7HBscQEmlkpTI,191947,4
Imagine - Remastered 2010,John Lennon,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,audio_features,7pKfPomDEeI4TPT6EOYjn9,spotify:track:7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/tracks/7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/audio-analysis/7pKfPomDEeI4TPT6EOYjn9,187867,4
Wild Horses - 2009 Mix,The Rolling Stones,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,audio_features,52dm9op3rbfAkc1LGXgipW,spotify:track:52dm9op3rbfAkc1LGXgipW,https://api.spotify.com/v1/tracks/52dm9op3rbfAkc1LGXgipW,https://api.spotify.com/v1/audio-analysis/52dm9op3rbfAkc1LGXgipW,341773,4
Who'll Stop The Rain,Creedence Clearwater Revival,0.598,0.797,7,-6.793,1,0.0332,0.0424,0.000407,0.0717,0.622,123.566,audio_features,3Bh6uInhcVBVvLraGZdkKD,spotify:track:3Bh6uInhcVBVvLraGZdkKD,https://api.spotify.com/v1/tracks/3Bh6uInhcVBVvLraGZdkKD,https://api.spotify.com/v1/audio-analysis/3Bh6uInhcVBVvLraGZdkKD,147493,4
Hotel California - 2013 Remaster,Eagles,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4
Stairway to Heaven - Remaster,Led Zeppelin,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4
Bohemian Rhapsody - 2011 Mix,Queen,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,audio_features,2GAIycsMaDVtMtdvxzR2xI,spotify:track:2GAIycsMaDVtMtdvxzR2xI,https://api.spotify.com/v1/tracks/2GAIycsMaDVtMtdvxzR2xI,https://api.spotify.com/v1/audio-analysis/2GAIycsMaDVtMtdvxzR2xI,354320,4
Brass in Pocket - 2006 Remaster,Pretenders,0.751,0.703,9,-5.687,1,0.0287,0.368,0.00123,0.196,0.907,97.931,audio_features,2hvOsGJc6qll4WzW8Ljqc3,spotify:track:2hvOsGJc6qll4WzW8Ljqc3,https://api.spotify.com/v1/tracks/2hvOsGJc6qll4WzW8Ljqc3,https://api.spotify.com/v1/audio-analysis/2hvOsGJc6qll4WzW8Ljqc3,185960,4
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,0.567,0.893,7,-8.88,1,0.0311,0.0242,0.0,0.0343,0.774,102.708,audio_features,2abfaXRfvXr9ErmI8oqz4g,spotify:track:2abfaXRfvXr9ErmI8oqz4g,https://api.spotify.com/v1/tracks/2abfaXRfvXr9ErmI8oqz4g,https://api.spotify.com/v1/audio-analysis/2abfaXRfvXr9ErmI8oqz4g,246973,4
Boys Don't Cry,The Cure,0.462,0.836,11,-5.766,0,0.0621,0.00517,0.0,0.18,0.671,168.766,audio_features,1QFh8OH1e78dGd3VyJZCAC,spotify:track:1QFh8OH1e78dGd3VyJZCAC,https://api.spotify.com/v1/tracks/1QFh8OH1e78dGd3VyJZCAC,https://api.spotify.com/v1/audio-analysis/1QFh8OH1e78dGd3VyJZCAC,155973,4
Pride (In The Name Of Love),U2,0.41,0.762,4,-10.716,1,0.0362,0.000537,0.00172,0.653,0.66,105.872,audio_features,4Jdr7BkpqkkUwl2pFR0yVj,spotify:track:4Jdr7BkpqkkUwl2pFR0yVj,https://api.spotify.com/v1/tracks/4Jdr7BkpqkkUwl2pFR0yVj,https://api.spotify.com/v1/audio-analysis/4Jdr7BkpqkkUwl2pFR0yVj,227733,4
Dancing with Myself - 2001 Remaster,Billy Idol,0.387,0.886,4,-6.981,1,0.0617,5.83e-05,0.275,0.219,0.757,176.426,audio_features,7fJnj6rso7N95oztvsxrWD,spotify:track:7fJnj6rso7N95oztvsxrWD,https://api.spotify.com/v1/tracks/7fJnj6rso7N95oztvsxrWD,https://api.spotify.com/v1/audio-analysis/7fJnj6rso7N95oztvsxrWD,227400,4
White Wedding - Pt. 1,Billy Idol,0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193,audio_features,1gzIbdFnGJ226LTl0Cn2SX,spotify:track:1gzIbdFnGJ226LTl0Cn2SX,https://api.spotify.com/v1/tracks/1gzIbdFnGJ226LTl0Cn2SX,https://api.spotify.com/v1/audio-analysis/1gzIbdFnGJ226LTl0Cn2SX,252200,4
Rebel Yell,Billy Idol,0.536,0.869,4,-4.91,0,0.0597,0.000732,0.000374,0.337,0.493,166.383,audio_features,1S2yXfKjH5S14W5ga1m0nD,spotify:track:1S2yXfKjH5S14W5ga1m0nD,https://api.spotify.com/v1/tracks/1S2yXfKjH5S14W5ga1m0nD,https://api.spotify.com/v1/audio-analysis/1S2yXfKjH5S14W5ga1m0nD,288533,4
I Still Haven't Found What I'm Looking For - Remastered 2007,U2,0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891,audio_features,3MRQ3CSjoiV1HFil8ykM9M,spotify:track:3MRQ3CSjoiV1HFil8ykM9M,https://api.spotify.com/v1/tracks/3MRQ3CSjoiV1HFil8ykM9M,https://api.spotify.com/v1/audio-analysis/3MRQ3CSjoiV1HFil8ykM9M,277480,4
Addicted To Love,Robert Palmer,0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,audio_features,5izGeTxueiFX1UPFGohY9w,spotify:track:5izGeTxueiFX1UPFGohY9w,https://api.spotify.com/v1/tracks/5izGeTxueiFX1UPFGohY9w,https://api.spotify.com/v1/audio-analysis/5izGeTxueiFX1UPFGohY9w,363640,4
Don't Stop Believin',Journey,0.491,0.802,4,-7.106,1,0.0392,0.25,0.0,0.387,0.472,119.25,audio_features,77NNZQSqzLNqh2A9JhLRkg,spotify:track:77NNZQSqzLNqh2A9JhLRkg,https://api.spotify.com/v1/tracks/77NNZQSqzLNqh2A9JhLRkg,https://api.spotify.com/v1/audio-analysis/77NNZQSqzLNqh2A9JhLRkg,248907,4
Don't You (Forget About Me),Simple Minds,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,audio_features,4aWn4NHlELpOehxsBaQeoe,spotify:track:4aWn4NHlELpOehxsBaQeoe,https://api.spotify.com/v1/tracks/4aWn4NHlELpOehxsBaQeoe,https://api.spotify.com/v1/audio-analysis/4aWn4NHlELpOehxsBaQeoe,263040,4
Take on Me,a-ha,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,audio_features,2WfaOiMkCvy7F5fcp2zZ8L,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,225280,4
Jessie's Girl,Rick Springfield,0.704,0.77,2,-8.843,1,0.0526,0.113,0.0,0.101,0.839,131.57,audio_features,6EUumCXY2GwkIKcuVGfJyM,spotify:track:6EUumCXY2GwkIKcuVGfJyM,https://api.spotify.com/v1/tracks/6EUumCXY2GwkIKcuVGfJyM,https://api.spotify.com/v1/audio-analysis/6EUumCXY2GwkIKcuVGfJyM,195933,4
Money for Nothing,Dire Straits,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,audio_features,4yqtwO7MQIIXqoiRBPHAgR,spotify:track:4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/tracks/4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/audio-analysis/4yqtwO7MQIIXqoiRBPHAgR,506400,4
Run To You,Bryan Adams,0.561,0.811,4,-6.157,1,0.0265,0.00515,3.6e-05,0.287,0.635,126.593,audio_features,2RWFncSWZEhSRRifqiDNVV,spotify:track:2RWFncSWZEhSRRifqiDNVV,https://api.spotify.com/v1/tracks/2RWFncSWZEhSRRifqiDNVV,https://api.spotify.com/v1/audio-analysis/2RWFncSWZEhSRRifqiDNVV,233270,4
Summer Of '69,Bryan Adams,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,audio_features,0GONea6G2XdnHWjNZd6zt3,spotify:track:0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/audio-analysis/0GONea6G2XdnHWjNZd6zt3,216053,4
Eye of the Tiger,Survivor,0.823,0.563,0,-10.134,0,0.0318,0.158,0.00033,0.0861,0.563,108.86,audio_features,64F1ojnPPiJiFZtYQtHB7r,spotify:track:64F1ojnPPiJiFZtYQtHB7r,https://api.spotify.com/v1/tracks/64F1ojnPPiJiFZtYQtHB7r,https://api.spotify.com/v1/audio-analysis/64F1ojnPPiJiFZtYQtHB7r,245533,4
The Safety Dance,Men Without Hats,0.524,0.881,5,-4.479,1,0.0468,0.0252,0.0,0.101,0.62,101.677,audio_features,5O4NFbDqJ8SOfbjnIhdPDt,spotify:track:5O4NFbDqJ8SOfbjnIhdPDt,https://api.spotify.com/v1/tracks/5O4NFbDqJ8SOfbjnIhdPDt,https://api.spotify.com/v1/audio-analysis/5O4NFbDqJ8SOfbjnIhdPDt,164867,4
Stand - Remastered,R.E.M.,0.65,0.732,4,-10.042,1,0.0289,0.435,0.0,0.093,0.919,109.292,audio_features,5xQS3BaNZDrltmswg7B8YD,spotify:track:5xQS3BaNZDrltmswg7B8YD,https://api.spotify.com/v1/tracks/5xQS3BaNZDrltmswg7B8YD,https://api.spotify.com/v1/audio-analysis/5xQS3BaNZDrltmswg7B8YD,192960,4
Billie Jean,Michael Jackson,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,293827,4
How Soon Is Now? - 2011 Remaster,The Smiths,0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,audio_features,1YrnDTqvcnUKxAIeXyaEmU,spotify:track:1YrnDTqvcnUKxAIeXyaEmU,https://api.spotify.com/v1/tracks/1YrnDTqvcnUKxAIeXyaEmU,https://api.spotify.com/v1/audio-analysis/1YrnDTqvcnUKxAIeXyaEmU,408173,4
Desire,U2,0.49,0.827,8,-9.481,1,0.0482,0.000212,0.00406,0.112,0.626,108.577,audio_features,4D01oA1mGouaAT7fubvKRT,spotify:track:4D01oA1mGouaAT7fubvKRT,https://api.spotify.com/v1/tracks/4D01oA1mGouaAT7fubvKRT,https://api.spotify.com/v1/audio-analysis/4D01oA1mGouaAT7fubvKRT,179360,4
With Or Without You - Remastered,U2,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,audio_features,4ha9ajL4Kz98uldAfuos6p,spotify:track:4ha9ajL4Kz98uldAfuos6p,https://api.spotify.com/v1/tracks/4ha9ajL4Kz98uldAfuos6p,https://api.spotify.com/v1/audio-analysis/4ha9ajL4Kz98uldAfuos6p,295516,4
Free Fallin',Tom Petty,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,audio_features,5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,256000,4
Let's Dance - 1999 Remaster,David Bowie,0.619,0.703,10,-9.414,0,0.0525,0.00388,0.205,0.163,0.709,115.043,audio_features,0F0MA0ns8oXwGw66B2BSXm,spotify:track:0F0MA0ns8oXwGw66B2BSXm,https://api.spotify.com/v1/tracks/0F0MA0ns8oXwGw66B2BSXm,https://api.spotify.com/v1/audio-analysis/0F0MA0ns8oXwGw66B2BSXm,457133,4
Every Breath You Take - Remastered 2003,The Police,0.813,0.46,1,-9.78,1,0.0346,0.56,0.0105,0.0724,0.729,117.387,audio_features,2sXp9Qmvc7mRaDBjBgcGGi,spotify:track:2sXp9Qmvc7mRaDBjBgcGGi,https://api.spotify.com/v1/tracks/2sXp9Qmvc7mRaDBjBgcGGi,https://api.spotify.com/v1/audio-analysis/2sXp9Qmvc7mRaDBjBgcGGi,253887,4
Livin' On A Prayer,Bon Jovi,0.52,0.887,0,-3.296,1,0.0349,0.0665,0.000179,0.186,0.793,122.528,audio_features,7qQnBfwXrw2tZNFG4Uf57N,spotify:track:7qQnBfwXrw2tZNFG4Uf57N,https://api.spotify.com/v1/tracks/7qQnBfwXrw2tZNFG4Uf57N,https://api.spotify.com/v1/audio-analysis/7qQnBfwXrw2tZNFG4Uf57N,250627,4
Another One Bites The Dust - Remastered 2011,Queen,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,audio_features,57JVGBtBLCfHw2muk5416J,spotify:track:57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/audio-analysis/57JVGBtBLCfHw2muk5416J,214653,4
You Shook Me All Night Long,AC/DC,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,audio_features,2SiXAy7TuUkycRVbbWDEpo,spotify:track:2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo,210173,4
"Mama, I'm Coming Home",Ozzy Osbourne,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,audio_features,0S3gpZzlT9Hb7CCSV2owX7,spotify:track:0S3gpZzlT9Hb7CCSV2owX7,https://api.spotify.com/v1/tracks/0S3gpZzlT9Hb7CCSV2owX7,https://api.spotify.com/v1/audio-analysis/0S3gpZzlT9Hb7CCSV2owX7,251867,4
Crazy Train,Ozzy Osbourne,0.453,0.906,9,-4.001,1,0.115,0.361,0.000569,0.26,0.473,137.575,audio_features,2b9lp5A6CqSzwOrBfAFhof,spotify:track:2b9lp5A6CqSzwOrBfAFhof,https://api.spotify.com/v1/tracks/2b9lp5A6CqSzwOrBfAFhof,https://api.spotify.com/v1/audio-analysis/2b9lp5A6CqSzwOrBfAFhof,296200,4
Is This Love - 2018 Remaster,Whitesnake,0.263,0.759,0,-7.288,1,0.0431,0.0555,0.0,0.231,0.429,179.904,audio_features,0IhUdJRoolbYeEMPL59XPm,spotify:track:0IhUdJRoolbYeEMPL59XPm,https://api.spotify.com/v1/tracks/0IhUdJRoolbYeEMPL59XPm,https://api.spotify.com/v1/audio-analysis/0IhUdJRoolbYeEMPL59XPm,284496,4
Here I Go Again - 2018 Remaster,Whitesnake,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,audio_features,1qOU8KzFifXE9YrgjVwYvc,spotify:track:1qOU8KzFifXE9YrgjVwYvc,https://api.spotify.com/v1/tracks/1qOU8KzFifXE9YrgjVwYvc,https://api.spotify.com/v1/audio-analysis/1qOU8KzFifXE9YrgjVwYvc,275395,4
Beautiful Girls - 2015 Remaster,Van Halen,0.284,0.869,1,-5.833,1,0.12,0.0462,0.0,0.306,0.499,205.025,audio_features,7Ly4DzymgujObKg7wWVHZV,spotify:track:7Ly4DzymgujObKg7wWVHZV,https://api.spotify.com/v1/tracks/7Ly4DzymgujObKg7wWVHZV,https://api.spotify.com/v1/audio-analysis/7Ly4DzymgujObKg7wWVHZV,236240,4
Why Can't This Be Love,Van Halen,0.531,0.626,0,-13.371,1,0.0452,0.0606,0.0,0.0767,0.746,88.236,audio_features,0TaT50ZZxT4ytZxuqkE3A9,spotify:track:0TaT50ZZxT4ytZxuqkE3A9,https://api.spotify.com/v1/tracks/0TaT50ZZxT4ytZxuqkE3A9,https://api.spotify.com/v1/audio-analysis/0TaT50ZZxT4ytZxuqkE3A9,227693,4
You Really Got Me - 2015 Remaster,Van Halen,0.454,0.946,1,-5.978,0,0.13,0.0223,0.0,0.173,0.647,138.18,audio_features,0upLyFR8Rr52ZpMp5esQoq,spotify:track:0upLyFR8Rr52ZpMp5esQoq,https://api.spotify.com/v1/tracks/0upLyFR8Rr52ZpMp5esQoq,https://api.spotify.com/v1/audio-analysis/0upLyFR8Rr52ZpMp5esQoq,156147,4
Runnin' with the Devil - 2015 Remaster,Van Halen,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,audio_features,3KhF2YiNpJvGpfiCW45R6D,spotify:track:3KhF2YiNpJvGpfiCW45R6D,https://api.spotify.com/v1/tracks/3KhF2YiNpJvGpfiCW45R6D,https://api.spotify.com/v1/audio-analysis/3KhF2YiNpJvGpfiCW45R6D,214960,4
Panama - 2015 Remaster,Van Halen,0.527,0.978,8,-5.436,1,0.109,0.00124,4.75e-05,0.0744,0.463,141.169,audio_features,05RgAMGypEvqhNs5hPCbMS,spotify:track:05RgAMGypEvqhNs5hPCbMS,https://api.spotify.com/v1/tracks/05RgAMGypEvqhNs5hPCbMS,https://api.spotify.com/v1/audio-analysis/05RgAMGypEvqhNs5hPCbMS,210227,4
Jump - 2015 Remaster,Van Halen,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000376,0.0702,0.796,129.994,audio_features,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600,4
Rock And Roll All Nite,KISS,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,audio_features,6KTv0Z8BmVqM7DPxbGzpVC,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/tracks/6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/audio-analysis/6KTv0Z8BmVqM7DPxbGzpVC,168840,4
Big Ten Inch Record,Aerosmith,0.436,0.68,9,-9.948,1,0.109,0.458,0.0,0.0711,0.821,175.693,audio_features,3sfdkh6pvMMvhcSIJ2j8AS,spotify:track:3sfdkh6pvMMvhcSIJ2j8AS,https://api.spotify.com/v1/tracks/3sfdkh6pvMMvhcSIJ2j8AS,https://api.spotify.com/v1/audio-analysis/3sfdkh6pvMMvhcSIJ2j8AS,135400,4
Love In An Elevator - Single Version,Aerosmith,0.449,0.961,4,-4.305,1,0.0701,0.00854,0.00276,0.343,0.602,93.956,audio_features,1l6DV8qhmCdgOKLSAFzPOe,spotify:track:1l6DV8qhmCdgOKLSAFzPOe,https://api.spotify.com/v1/tracks/1l6DV8qhmCdgOKLSAFzPOe,https://api.spotify.com/v1/audio-analysis/1l6DV8qhmCdgOKLSAFzPOe,321827,4
Rag Doll,Aerosmith,0.579,0.954,4,-3.947,1,0.0558,0.583,0.0,0.139,0.583,93.448,audio_features,2KCJYwlBWxdlwyIYckIf6V,spotify:track:2KCJYwlBWxdlwyIYckIf6V,https://api.spotify.com/v1/tracks/2KCJYwlBWxdlwyIYckIf6V,https://api.spotify.com/v1/audio-analysis/2KCJYwlBWxdlwyIYckIf6V,265693,4
Dude (Looks Like A Lady),Aerosmith,0.54,0.982,4,-2.962,0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,audio_features,6gQUbFwwdYXlKdmqRoWKJe,spotify:track:6gQUbFwwdYXlKdmqRoWKJe,https://api.spotify.com/v1/tracks/6gQUbFwwdYXlKdmqRoWKJe,https://api.spotify.com/v1/audio-analysis/6gQUbFwwdYXlKdmqRoWKJe,265773,4
Walk This Way,Aerosmith,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,audio_features,5SZ6zX4rOrEQferfFC2MfP,spotify:track:5SZ6zX4rOrEQferfFC2MfP,https://api.spotify.com/v1/tracks/5SZ6zX4rOrEQferfFC2MfP,https://api.spotify.com/v1/audio-analysis/5SZ6zX4rOrEQferfFC2MfP,220400,4
Dream On,Aerosmith,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,audio_features,5MxNLUsfh7uzROypsoO5qe,spotify:track:5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,266960,4
Live And Let Die,Guns N' Roses,0.262,0.777,11,-8.671,1,0.0632,0.0109,0.113,0.12,0.264,152.5,audio_features,0rFWuqFgHAfuzE8uSB9TWR,spotify:track:0rFWuqFgHAfuzE8uSB9TWR,https://api.spotify.com/v1/tracks/0rFWuqFgHAfuzE8uSB9TWR,https://api.spotify.com/v1/audio-analysis/0rFWuqFgHAfuzE8uSB9TWR,182733,4
Welcome To The Jungle,Guns N' Roses,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,audio_features,5NIPsWpDjJTFBoPxCUUeXp,spotify:track:5NIPsWpDjJTFBoPxCUUeXp,https://api.spotify.com/v1/tracks/5NIPsWpDjJTFBoPxCUUeXp,https://api.spotify.com/v1/audio-analysis/5NIPsWpDjJTFBoPxCUUeXp,273600,4
November Rain,Guns N' Roses,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,audio_features,3YRCqOhFifThpSRFJ1VWFM,spotify:track:3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/tracks/3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/audio-analysis/3YRCqOhFifThpSRFJ1VWFM,536067,4
Sweet Child O' Mine,Guns N' Roses,0.449,0.901,6,-7.711,1,0.0526,0.141,0.0675,0.128,0.696,125.148,audio_features,4MhTFsyqIJnjsOweVcU8ug,spotify:track:4MhTFsyqIJnjsOweVcU8ug,https://api.spotify.com/v1/tracks/4MhTFsyqIJnjsOweVcU8ug,https://api.spotify.com/v1/audio-analysis/4MhTFsyqIJnjsOweVcU8ug,356400,4
Do You Wanna Touch Me (Oh Yeah),Joan Jett & The Blackhearts,0.572,0.836,11,-3.159,1,0.0867,0.0247,0.000221,0.159,0.726,127.667,audio_features,6Xprc4GuCejWA3BjU5knyw,spotify:track:6Xprc4GuCejWA3BjU5knyw,https://api.spotify.com/v1/tracks/6Xprc4GuCejWA3BjU5knyw,https://api.spotify.com/v1/audio-analysis/6Xprc4GuCejWA3BjU5knyw,226520,4
Bad Reputation,Joan Jett & The Blackhearts,0.378,0.974,6,-4.055,1,0.194,0.00192,0.0139,0.0588,0.824,203.715,audio_features,7pu8AhGUxHZSCWTkQ2eb5M,spotify:track:7pu8AhGUxHZSCWTkQ2eb5M,https://api.spotify.com/v1/tracks/7pu8AhGUxHZSCWTkQ2eb5M,https://api.spotify.com/v1/audio-analysis/7pu8AhGUxHZSCWTkQ2eb5M,169187,4
I Hate Myself for Loving You,Joan Jett & The Blackhearts,0.611,0.883,9,-11.225,1,0.0539,0.0846,1.2e-06,0.192,0.604,117.928,audio_features,2HXixVqzzm9rEUIMAWzshl,spotify:track:2HXixVqzzm9rEUIMAWzshl,https://api.spotify.com/v1/tracks/2HXixVqzzm9rEUIMAWzshl,https://api.spotify.com/v1/audio-analysis/2HXixVqzzm9rEUIMAWzshl,246800,4
I Love Rock 'N Roll,Joan Jett & The Blackhearts,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,audio_features,2Cdvbe2G4hZsnhNMKyGrie,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie,https://api.spotify.com/v1/audio-analysis/2Cdvbe2G4hZsnhNMKyGrie,175173,4
One Way Or Another,Blondie,0.442,0.922,2,-5.086,1,0.0655,0.0532,3.86e-06,0.0768,0.855,162.272,audio_features,59CLe8stbcx4XYBWdsfbwK,spotify:track:59CLe8stbcx4XYBWdsfbwK,https://api.spotify.com/v1/tracks/59CLe8stbcx4XYBWdsfbwK,https://api.spotify.com/v1/audio-analysis/59CLe8stbcx4XYBWdsfbwK,217364,4
Heart Of Glass - Special Mix,Blondie,0.659,0.78,4,-8.425,1,0.0309,0.0145,0.0349,0.181,0.808,114.421,audio_features,0P2fgmJp3a3PEu808hiQ1Y,spotify:track:0P2fgmJp3a3PEu808hiQ1Y,https://api.spotify.com/v1/tracks/0P2fgmJp3a3PEu808hiQ1Y,https://api.spotify.com/v1/audio-analysis/0P2fgmJp3a3PEu808hiQ1Y,272267,4
Breakfast In America - Remastered,Supertramp,0.532,0.663,0,-5.886,0,0.0292,0.425,1.07e-06,0.0734,0.756,75.14,audio_features,4a5pNRjwmzYQuEY1E7O6pj,spotify:track:4a5pNRjwmzYQuEY1E7O6pj,https://api.spotify.com/v1/tracks/4a5pNRjwmzYQuEY1E7O6pj,https://api.spotify.com/v1/audio-analysis/4a5pNRjwmzYQuEY1E7O6pj,159347,4
The Weight,The Band,0.639,0.431,9,-12.494,1,0.0489,0.414,7.11e-06,0.0867,0.526,144.048,audio_features,2UgZeV435iztRTLrUeOrtk,spotify:track:2UgZeV435iztRTLrUeOrtk,https://api.spotify.com/v1/tracks/2UgZeV435iztRTLrUeOrtk,https://api.spotify.com/v1/audio-analysis/2UgZeV435iztRTLrUeOrtk,274867,4
