name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Revolution - Remastered 2009,The Beatles,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,audio_features,3UDmHZcBTQp8Iu8droNtUl,spotify:track:3UDmHZcBTQp8Iu8droNtUl,https://api.spotify.com/v1/tracks/3UDmHZcBTQp8Iu8droNtUl,https://api.spotify.com/v1/audio-analysis/3UDmHZcBTQp8Iu8droNtUl,205293,4
Let It Rain,Eric Clapton,0.43,0.682,2,-10.267,1,0.0314,0.0534,0.00329,0.142,0.693,122.304,audio_features,0hMNAUx9fFBdYQRO5FoQvL,spotify:track:0hMNAUx9fFBdYQRO5FoQvL,https://api.spotify.com/v1/tracks/0hMNAUx9fFBdYQRO5FoQvL,https://api.spotify.com/v1/audio-analysis/0hMNAUx9fFBdYQRO5FoQvL,302493,4
Pinball Wizard,The Who,0.543,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.468,124.011,audio_features,1zGk1kgAxCpg6PHjGuLe4J,spotify:track:1zGk1kgAxCpg6PHjGuLe4J,https://api.spotify.com/v1/tracks/1zGk1kgAxCpg6PHjGuLe4J,https://api.spotify.com/v1/audio-analysis/1zGk1kgAxCpg6PHjGuLe4J,180943,4
Honky Tonk Women - Mono Version,The Rolling Stones,0.562,0.779,7,-6.705,1,0.0592,0.363,0.0292,0.066,0.967,119.602,audio_features,3RZMzCvYsmJ0u2ioKTOsmJ,spotify:track:3RZMzCvYsmJ0u2ioKTOsmJ,https://api.spotify.com/v1/tracks/3RZMzCvYsmJ0u2ioKTOsmJ,https://api.spotify.com/v1/audio-analysis/3RZMzCvYsmJ0u2ioKTOsmJ,179387,4
Somebody to Love,Jefferson Airplane,0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,audio_features,4uGIJG1jYFonGc4LGp5uQL,spotify:track:4uGIJG1jYFonGc4LGp5uQL,https://api.spotify.com/v1/tracks/4uGIJG1jYFonGc4LGp5uQL,https://api.spotify.com/v1/audio-analysis/4uGIJG1jYFonGc4LGp5uQL,174840,4
Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,0.404,0.903,1,-3.88,1,0.0668,0.577,0.297,0.287,0.498,115.672,audio_features,3k9i7UzeSUYWIfUZFeFDUd,spotify:track:3k9i7UzeSUYWIfUZFeFDUd,https://api.spotify.com/v1/tracks/3k9i7UzeSUYWIfUZFeFDUd,https://api.spotify.com/v1/audio-analysis/3k9i7UzeSUYWIfUZFeFDUd,423840,4
My Generation - Mono Version,The Who,0.299,0.787,0,-7.93,0,0.069,0.14,0.0,0.292,0.716,94.798,audio_features,45s88Xopo6KvHc0PQ05aGg,spotify:track:45s88Xopo6KvHc0PQ05aGg,https://api.spotify.com/v1/tracks/45s88Xopo6KvHc0PQ05aGg,https://api.spotify.com/v1/audio-analysis/45s88Xopo6KvHc0PQ05aGg,198867,4
Good Times Bad Times - 1993 Remaster,Led Zeppelin,0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,audio_features,0QwZfbw26QeUoIy82Z2jYp,spotify:track:0QwZfbw26QeUoIy82Z2jYp,https://api.spotify.com/v1/tracks/0QwZfbw26QeUoIy82Z2jYp,https://api.spotify.com/v1/audio-analysis/0QwZfbw26QeUoIy82Z2jYp,166267,4
Piece Of My Heart,Janis Joplin,0.482,0.883,4,-3.348,1,0.0754,0.0891,0.00422,0.266,0.594,80.687,audio_features,3PGAgwFWnFCisvjb3rLyuh,spotify:track:3PGAgwFWnFCisvjb3rLyuh,https://api.spotify.com/v1/tracks/3PGAgwFWnFCisvjb3rLyuh,https://api.spotify.com/v1/audio-analysis/3PGAgwFWnFCisvjb3rLyuh,253805,4
The Jean Genie - 2013 Remastered Version,David Bowie,0.583,0.612,9,-7.101,1,0.0311,0.355,8.55e-06,0.444,0.774,128.252,audio_features,3GGkKcUEC4xMxbJ9HEjWNg,spotify:track:3GGkKcUEC4xMxbJ9HEjWNg,https://api.spotify.com/v1/tracks/3GGkKcUEC4xMxbJ9HEjWNg,https://api.spotify.com/v1/audio-analysis/3GGkKcUEC4xMxbJ9HEjWNg,247450,4
Sunshine Of Your Love,Cream,0.691,0.592,2,-8.089,1,0.0366,0.389,3.29e-05,0.124,0.736,115.152,audio_features,5y4761pjcksXs1hNsCmc4n,spotify:track:5y4761pjcksXs1hNsCmc4n,https://api.spotify.com/v1/tracks/5y4761pjcksXs1hNsCmc4n,https://api.spotify.com/v1/audio-analysis/5y4761pjcksXs1hNsCmc4n,250400,4
Gimme Shelter,The Rolling Stones,0.63,0.616,1,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,audio_features,1dv3ePjze9tPq2pk8eWJdR,spotify:track:1dv3ePjze9tPq2pk8eWJdR,https://api.spotify.com/v1/tracks/1dv3ePjze9tPq2pk8eWJdR,https://api.spotify.com/v1/audio-analysis/1dv3ePjze9tPq2pk8eWJdR,270773,4
Heart Full of Soul,The Yardbirds,0.494,0.666,9,-9.743,0,0.0351,0.229,5.69e-05,0.0469,0.699,140.832,audio_features,0AiuEo7FCxP2y2WTOpLPe5,spotify:track:0AiuEo7FCxP2y2WTOpLPe5,https://api.spotify.com/v1/tracks/0AiuEo7FCxP2y2WTOpLPe5,https://api.spotify.com/v1/audio-analysis/0AiuEo7FCxP2y2WTOpLPe5,147893,4
Cha Cha Loco,Joe Jackson,0.694,0.569,2,-9.701,0,0.0282,0.0885,0.000114,0.13,0.607,129.131,audio_features,1K1yKufm4IYvhEqih2IwKQ,spotify:track:1K1yKufm4IYvhEqih2IwKQ,https://api.spotify.com/v1/tracks/1K1yKufm4IYvhEqih2IwKQ,https://api.spotify.com/v1/audio-analysis/1K1yKufm4IYvhEqih2IwKQ,285067,4
Brass in Pocket - 2006 Remaster,Pretenders,0.751,0.703,9,-5.687,1,0.0287,0.368,0.00123,0.196,0.907,97.931,audio_features,1QaJWSCk3UMKLotnPCIHh1,spotify:track:1QaJWSCk3UMKLotnPCIHh1,https://api.spotify.com/v1/tracks/1QaJWSCk3UMKLotnPCIHh1,https://api.spotify.com/v1/audio-analysis/1QaJWSCk3UMKLotnPCIHh1,185960,4
Don't Get Me Wrong - 2007 Remaster,Pretenders,0.46,0.932,0,-6.264,1,0.0468,0.139,0.00504,0.114,0.849,203.617,audio_features,6Wiamk8BAAP50gAAJopsy2,spotify:track:6Wiamk8BAAP50gAAJopsy2,https://api.spotify.com/v1/tracks/6Wiamk8BAAP50gAAJopsy2,https://api.spotify.com/v1/audio-analysis/6Wiamk8BAAP50gAAJopsy2,227463,4
I'll Stand by You,Pretenders,0.438,0.606,7,-6.549,1,0.0305,0.3,4.49e-06,0.0754,0.266,133.822,audio_features,3Nf8oGn1okobzjDcFCvT6n,spotify:track:3Nf8oGn1okobzjDcFCvT6n,https://api.spotify.com/v1/tracks/3Nf8oGn1okobzjDcFCvT6n,https://api.spotify.com/v1/audio-analysis/3Nf8oGn1okobzjDcFCvT6n,240760,4
"Bad Case Of Loving You (Doctor, Doctor)",Robert Palmer,0.677,0.748,4,-12.328,1,0.038,0.00701,3.99e-05,0.093,0.746,146.03,audio_features,75zVpdjXwmy6SLr2hDnJYo,spotify:track:75zVpdjXwmy6SLr2hDnJYo,https://api.spotify.com/v1/tracks/75zVpdjXwmy6SLr2hDnJYo,https://api.spotify.com/v1/audio-analysis/75zVpdjXwmy6SLr2hDnJYo,192440,4
Can't Stand Losing You,The Police,0.737,0.658,2,-9.176,0,0.263,0.0445,1.19e-05,0.0469,0.901,141.553,audio_features,017MqJmYtXUqURJJZZOYv3,spotify:track:017MqJmYtXUqURJJZZOYv3,https://api.spotify.com/v1/tracks/017MqJmYtXUqURJJZZOYv3,https://api.spotify.com/v1/audio-analysis/017MqJmYtXUqURJJZZOYv3,181307,4
Don't Stand So Close To Me - Remastered 2003,The Police,0.806,0.499,2,-9.524,1,0.0642,0.0451,0.000729,0.038,0.505,140.337,audio_features,4DIRsQfLk2mfcrIOQNgAlm,spotify:track:4DIRsQfLk2mfcrIOQNgAlm,https://api.spotify.com/v1/tracks/4DIRsQfLk2mfcrIOQNgAlm,https://api.spotify.com/v1/audio-analysis/4DIRsQfLk2mfcrIOQNgAlm,242667,4
Walking On The Moon - Remastered 2003,The Police,0.638,0.356,0,-12.831,1,0.055,0.002,0.0218,0.172,0.271,145.996,audio_features,6ScRklja1Dsx1MJFHIDkYG,spotify:track:6ScRklja1Dsx1MJFHIDkYG,https://api.spotify.com/v1/tracks/6ScRklja1Dsx1MJFHIDkYG,https://api.spotify.com/v1/audio-analysis/6ScRklja1Dsx1MJFHIDkYG,300827,4
Every Little Thing She Does Is Magic - Remastered 2003,The Police,0.535,0.745,2,-10.123,1,0.0335,0.127,0.0792,0.179,0.376,163.913,audio_features,5pDmunv6G71w7NSjOPXbYw,spotify:track:5pDmunv6G71w7NSjOPXbYw,https://api.spotify.com/v1/tracks/5pDmunv6G71w7NSjOPXbYw,https://api.spotify.com/v1/audio-analysis/5pDmunv6G71w7NSjOPXbYw,260573,4
Heat Of The Moment,Asia,0.324,0.84,1,-7.31,1,0.0489,0.358,0.000239,0.367,0.576,136.136,audio_features,2ZBalNGwjqdKJd29O76wBV,spotify:track:2ZBalNGwjqdKJd29O76wBV,https://api.spotify.com/v1/tracks/2ZBalNGwjqdKJd29O76wBV,https://api.spotify.com/v1/audio-analysis/2ZBalNGwjqdKJd29O76wBV,227627,4
The Logical Song - Remastered 2010,Supertramp,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,audio_features,6mHOcVtsHLMuesJkswc0GZ,spotify:track:6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/tracks/6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/audio-analysis/6mHOcVtsHLMuesJkswc0GZ,251253,4
Solsbury Hill,Peter Gabriel,0.683,0.63,11,-8.844,1,0.0296,0.363,0.000873,0.314,0.481,102.457,audio_features,1CM1wOqD2AIjt2MWd31LV2,spotify:track:1CM1wOqD2AIjt2MWd31LV2,https://api.spotify.com/v1/tracks/1CM1wOqD2AIjt2MWd31LV2,https://api.spotify.com/v1/audio-analysis/1CM1wOqD2AIjt2MWd31LV2,261440,1
One More Night - 2016 Remaster,Phil Collins,0.534,0.442,3,-9.442,1,0.0308,0.788,0.000351,0.0986,0.343,136.369,audio_features,6fkvIT9KFKxO8poBeKfaEf,spotify:track:6fkvIT9KFKxO8poBeKfaEf,https://api.spotify.com/v1/tracks/6fkvIT9KFKxO8poBeKfaEf,https://api.spotify.com/v1/audio-analysis/6fkvIT9KFKxO8poBeKfaEf,288973,4
"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",Phil Collins,0.569,0.744,8,-6.48,1,0.0298,0.0559,3.19e-06,0.0915,0.655,96.596,audio_features,6kvnSiMBa65Nz29g2TYmyW,spotify:track:6kvnSiMBa65Nz29g2TYmyW,https://api.spotify.com/v1/tracks/6kvnSiMBa65Nz29g2TYmyW,https://api.spotify.com/v1/audio-analysis/6kvnSiMBa65Nz29g2TYmyW,258400,4
Land of Confusion - 2007 Remaster,Genesis,0.63,0.909,1,-7.142,1,0.0388,0.0431,8.17e-05,0.23,0.811,115.189,audio_features,6twIBPybEvGydyNzNz89FT,spotify:track:6twIBPybEvGydyNzNz89FT,https://api.spotify.com/v1/tracks/6twIBPybEvGydyNzNz89FT,https://api.spotify.com/v1/audio-analysis/6twIBPybEvGydyNzNz89FT,286840,4
That's All - 2007 Remaster,Genesis,0.697,0.627,4,-7.941,0,0.0328,0.224,0.0138,0.06,0.797,87.695,audio_features,2zFdsAIk9r2Mi7Lmm1w3sM,spotify:track:2zFdsAIk9r2Mi7Lmm1w3sM,https://api.spotify.com/v1/tracks/2zFdsAIk9r2Mi7Lmm1w3sM,https://api.spotify.com/v1/audio-analysis/2zFdsAIk9r2Mi7Lmm1w3sM,265533,4
Keep Your Hands to Yourself,The Georgia Satellites,0.57,0.882,2,-6.044,1,0.0524,0.00259,0.000178,0.0875,0.844,114.88,audio_features,5tORtBzHUAnNrIw5Ql3kHZ,spotify:track:5tORtBzHUAnNrIw5Ql3kHZ,https://api.spotify.com/v1/tracks/5tORtBzHUAnNrIw5Ql3kHZ,https://api.spotify.com/v1/audio-analysis/5tORtBzHUAnNrIw5Ql3kHZ,208469,4
Who Do You Love,George Thorogood & The Destroyers,0.515,0.912,4,-8.547,1,0.0693,0.00614,0.177,0.157,0.596,107.131,audio_features,04YoKLr1ys5pwz3YfFI0U5,spotify:track:04YoKLr1ys5pwz3YfFI0U5,https://api.spotify.com/v1/tracks/04YoKLr1ys5pwz3YfFI0U5,https://api.spotify.com/v1/audio-analysis/04YoKLr1ys5pwz3YfFI0U5,260160,4
Move It On Over,George Thorogood & The Destroyers,0.45,0.937,7,-7.902,1,0.0479,0.0005,0.0152,0.0986,0.732,147.061,audio_features,7gfIbrRrOt4eAlQblTqB9O,spotify:track:7gfIbrRrOt4eAlQblTqB9O,https://api.spotify.com/v1/tracks/7gfIbrRrOt4eAlQblTqB9O,https://api.spotify.com/v1/audio-analysis/7gfIbrRrOt4eAlQblTqB9O,258800,4
Bad To The Bone,George Thorogood & The Destroyers,0.459,0.727,0,-11.777,1,0.0303,0.00614,0.0652,0.384,0.955,149.231,audio_features,6s0NHplywwr1IjnQpUpWJk,spotify:track:6s0NHplywwr1IjnQpUpWJk,https://api.spotify.com/v1/tracks/6s0NHplywwr1IjnQpUpWJk,https://api.spotify.com/v1/audio-analysis/6s0NHplywwr1IjnQpUpWJk,292173,1
Legs - 2008 Remaster,ZZ Top,0.611,0.946,4,-5.357,1,0.0378,0.00957,0.0708,0.36,0.763,125.398,audio_features,7t6CAWplijBj4sdl0q3z0e,spotify:track:7t6CAWplijBj4sdl0q3z0e,https://api.spotify.com/v1/tracks/7t6CAWplijBj4sdl0q3z0e,https://api.spotify.com/v1/audio-analysis/7t6CAWplijBj4sdl0q3z0e,273907,4
Tush - 2006 Remaster,ZZ Top,0.58,0.885,0,-5.154,0,0.0715,0.1,0.00157,0.146,0.788,145.405,audio_features,6zGDIDjfDkPyNxrEERO3XG,spotify:track:6zGDIDjfDkPyNxrEERO3XG,https://api.spotify.com/v1/tracks/6zGDIDjfDkPyNxrEERO3XG,https://api.spotify.com/v1/audio-analysis/6zGDIDjfDkPyNxrEERO3XG,137933,4
Gimme All Your Lovin',ZZ Top,0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059,audio_features,0OBwxFLu6Yj61s2OagYbgY,spotify:track:0OBwxFLu6Yj61s2OagYbgY,https://api.spotify.com/v1/tracks/0OBwxFLu6Yj61s2OagYbgY,https://api.spotify.com/v1/audio-analysis/0OBwxFLu6Yj61s2OagYbgY,241080,4
Sharp Dressed Man - 2008 Remaster,ZZ Top,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,audio_features,1UBQ5GK8JaQjm5VbkBZY66,spotify:track:1UBQ5GK8JaQjm5VbkBZY66,https://api.spotify.com/v1/tracks/1UBQ5GK8JaQjm5VbkBZY66,https://api.spotify.com/v1/audio-analysis/1UBQ5GK8JaQjm5VbkBZY66,258027,4
La Grange - 2005 Remaster,ZZ Top,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,audio_features,70YvYr2hGlS01bKRIho1HM,spotify:track:70YvYr2hGlS01bKRIho1HM,https://api.spotify.com/v1/tracks/70YvYr2hGlS01bKRIho1HM,https://api.spotify.com/v1/audio-analysis/70YvYr2hGlS01bKRIho1HM,230480,4
Joy To The World,Three Dog Night,0.649,0.679,2,-12.515,1,0.0316,0.464,0.00121,0.339,0.971,126.867,audio_features,2ymeOsYijJz09LfKw3yM2x,spotify:track:2ymeOsYijJz09LfKw3yM2x,https://api.spotify.com/v1/tracks/2ymeOsYijJz09LfKw3yM2x,https://api.spotify.com/v1/audio-analysis/2ymeOsYijJz09LfKw3yM2x,220573,4
Psycho Killer - 2005 Remaster,Talking Heads,0.721,0.521,2,-8.123,1,0.0612,0.0707,0.00552,0.127,0.942,123.118,audio_features,1i6N76fftMZhijOzFQ5ZtL,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL,261413,4
Stuck In The Middle With You,Stealers Wheel,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,audio_features,1b7LMtXCXGc2EwOIplI35z,spotify:track:1b7LMtXCXGc2EwOIplI35z,https://api.spotify.com/v1/tracks/1b7LMtXCXGc2EwOIplI35z,https://api.spotify.com/v1/audio-analysis/1b7LMtXCXGc2EwOIplI35z,203893,4
Wheel in the Sky,Journey,0.441,0.745,2,-8.623,0,0.0741,0.084,2.22e-05,0.136,0.368,105.191,audio_features,215wUTQQUo2PElJFEFoB0d,spotify:track:215wUTQQUo2PElJFEFoB0d,https://api.spotify.com/v1/tracks/215wUTQQUo2PElJFEFoB0d,https://api.spotify.com/v1/audio-analysis/215wUTQQUo2PElJFEFoB0d,252240,4
Ohio,"Crosby, Stills, Nash & Young",0.445,0.529,0,-10.94,1,0.026,0.261,0.0162,0.184,0.749,79.296,audio_features,0ToHhkK4qtwEyKOxhQpMbJ,spotify:track:0ToHhkK4qtwEyKOxhQpMbJ,https://api.spotify.com/v1/tracks/0ToHhkK4qtwEyKOxhQpMbJ,https://api.spotify.com/v1/audio-analysis/0ToHhkK4qtwEyKOxhQpMbJ,183733,4
More Than a Feeling,Boston,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,audio_features,1QEEqeFIZktqIpPI4jSVSF,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,285133,4
Like a Hurricane - 2003 Remaster,Neil Young,0.423,0.834,9,-5.498,0,0.037,0.0129,0.00113,0.164,0.606,113.876,audio_features,4CqbJHZ6JtVM3MLh41y7JI,spotify:track:4CqbJHZ6JtVM3MLh41y7JI,https://api.spotify.com/v1/tracks/4CqbJHZ6JtVM3MLh41y7JI,https://api.spotify.com/v1/audio-analysis/4CqbJHZ6JtVM3MLh41y7JI,501213,4
Life's Been Good,Joe Walsh,0.505,0.476,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,audio_features,2wvMC5EyaaYQwBfiwwY2xE,spotify:track:2wvMC5EyaaYQwBfiwwY2xE,https://api.spotify.com/v1/tracks/2wvMC5EyaaYQwBfiwwY2xE,https://api.spotify.com/v1/audio-analysis/2wvMC5EyaaYQwBfiwwY2xE,536227,4
Deacon Blues,Steely Dan,0.75,0.58,0,-12.475,1,0.0355,0.437,0.000472,0.105,0.614,115.871,audio_features,7Hx2EA4wGaxtsiZCVVLV1i,spotify:track:7Hx2EA4wGaxtsiZCVVLV1i,https://api.spotify.com/v1/tracks/7Hx2EA4wGaxtsiZCVVLV1i,https://api.spotify.com/v1/audio-analysis/7Hx2EA4wGaxtsiZCVVLV1i,456640,4
Knockin' On Heaven's Door,Bob Dylan,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,audio_features,6HSXNV0b4M4cLJ7ljgVVeh,spotify:track:6HSXNV0b4M4cLJ7ljgVVeh,https://api.spotify.com/v1/tracks/6HSXNV0b4M4cLJ7ljgVVeh,https://api.spotify.com/v1/audio-analysis/6HSXNV0b4M4cLJ7ljgVVeh,149880,4
Feel like Makin' Love - 2015 Remaster,Bad Company,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,audio_features,3KPwt1LBpt1jVSHz8GXERo,spotify:track:3KPwt1LBpt1jVSHz8GXERo,https://api.spotify.com/v1/tracks/3KPwt1LBpt1jVSHz8GXERo,https://api.spotify.com/v1/audio-analysis/3KPwt1LBpt1jVSHz8GXERo,313840,4
Doctor My Eyes,Jackson Browne,0.48,0.626,5,-8.406,1,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,audio_features,3QcuZo6WLcFkqqLmDs0d95,spotify:track:3QcuZo6WLcFkqqLmDs0d95,https://api.spotify.com/v1/tracks/3QcuZo6WLcFkqqLmDs0d95,https://api.spotify.com/v1/audio-analysis/3QcuZo6WLcFkqqLmDs0d95,199907,4
Give A Little Bit,Supertramp,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,audio_features,6XUHsYE38CEbYunT983O9G,spotify:track:6XUHsYE38CEbYunT983O9G,https://api.spotify.com/v1/tracks/6XUHsYE38CEbYunT983O9G,https://api.spotify.com/v1/audio-analysis/6XUHsYE38CEbYunT983O9G,248173,4
Come Sail Away,Styx,0.285,0.56,0,-7.469,1,0.0305,0.13,1.1e-06,0.0987,0.122,147.696,audio_features,11G0yprQtMU53BLPMSr093,spotify:track:11G0yprQtMU53BLPMSr093,https://api.spotify.com/v1/tracks/11G0yprQtMU53BLPMSr093,https://api.spotify.com/v1/audio-analysis/11G0yprQtMU53BLPMSr093,365000,4
Foreplay / Long Time,Boston,0.436,0.657,5,-8.868,1,0.0541,0.00975,0.00748,0.0931,0.21,118.693,audio_features,39C5FuZ8C8M0QI8CrMsPkR,spotify:track:39C5FuZ8C8M0QI8CrMsPkR,https://api.spotify.com/v1/tracks/39C5FuZ8C8M0QI8CrMsPkR,https://api.spotify.com/v1/audio-analysis/39C5FuZ8C8M0QI8CrMsPkR,467640,4
Cheap Sunglasses,ZZ Top,0.617,0.461,5,-14.485,0,0.0434,0.148,0.0151,0.12,0.828,93.853,audio_features,30jsPpxLvSCYTTTtdjRzBp,spotify:track:30jsPpxLvSCYTTTtdjRzBp,https://api.spotify.com/v1/tracks/30jsPpxLvSCYTTTtdjRzBp,https://api.spotify.com/v1/audio-analysis/30jsPpxLvSCYTTTtdjRzBp,288400,4
Can't Get Enough - 2009 Remaster,Bad Company,0.662,0.763,0,-7.475,1,0.0397,0.132,0.0013,0.067,0.699,126.333,audio_features,3DnzFhjydj8XXtCAnVKz14,spotify:track:3DnzFhjydj8XXtCAnVKz14,https://api.spotify.com/v1/tracks/3DnzFhjydj8XXtCAnVKz14,https://api.spotify.com/v1/audio-analysis/3DnzFhjydj8XXtCAnVKz14,254400,4
Caravan - 2013 Remaster,Van Morrison,0.641,0.397,7,-12.285,1,0.0454,0.294,0.000717,0.0496,0.57,81.962,audio_features,1US01PIcb3RFVrcN8mO8CS,spotify:track:1US01PIcb3RFVrcN8mO8CS,https://api.spotify.com/v1/tracks/1US01PIcb3RFVrcN8mO8CS,https://api.spotify.com/v1/audio-analysis/1US01PIcb3RFVrcN8mO8CS,300800,4
You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,0.479,0.512,11,-12.462,0,0.0382,0.000199,0.0164,0.123,0.795,118.953,audio_features,4Ich2datyOWMWvdNjksBDT,spotify:track:4Ich2datyOWMWvdNjksBDT,https://api.spotify.com/v1/tracks/4Ich2datyOWMWvdNjksBDT,https://api.spotify.com/v1/audio-analysis/4Ich2datyOWMWvdNjksBDT,232467,4
We Are The Champions - Remastered 2011,Queen,0.268,0.459,7,-6.948,0,0.0346,0.378,0.0,0.119,0.172,64.223,audio_features,7ccI9cStQbQdystvc6TvxD,spotify:track:7ccI9cStQbQdystvc6TvxD,https://api.spotify.com/v1/tracks/7ccI9cStQbQdystvc6TvxD,https://api.spotify.com/v1/audio-analysis/7ccI9cStQbQdystvc6TvxD,179200,4
Dreams - 2004 Remaster,Fleetwood Mac,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,audio_features,3gdewACMIVMEWVbyb8O9sY,spotify:track:3gdewACMIVMEWVbyb8O9sY,https://api.spotify.com/v1/tracks/3gdewACMIVMEWVbyb8O9sY,https://api.spotify.com/v1/audio-analysis/3gdewACMIVMEWVbyb8O9sY,281613,4
Sultans of Swing,Dire Straits,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,audio_features,6cr6UDpkjEaMQ80OjWqEBQ,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/tracks/6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/audio-analysis/6cr6UDpkjEaMQ80OjWqEBQ,350400,4
Running on Empty,Jackson Browne,0.531,0.948,9,-5.438,1,0.0568,0.006,0.0117,0.694,0.498,136.891,audio_features,4MZEZz8MqVgvIMXU6AVP22,spotify:track:4MZEZz8MqVgvIMXU6AVP22,https://api.spotify.com/v1/tracks/4MZEZz8MqVgvIMXU6AVP22,https://api.spotify.com/v1/audio-analysis/4MZEZz8MqVgvIMXU6AVP22,298093,4
Heart of Gold - 2017 Remaster,Neil Young,0.542,0.444,4,-11.567,0,0.0295,0.212,0.0519,0.102,0.827,171.719,audio_features,5IRWgQiN0c2i4U97iE3OoY,spotify:track:5IRWgQiN0c2i4U97iE3OoY,https://api.spotify.com/v1/tracks/5IRWgQiN0c2i4U97iE3OoY,https://api.spotify.com/v1/audio-analysis/5IRWgQiN0c2i4U97iE3OoY,187013,4
(Don't Fear) The Reaper,Blue Öyster Cult,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000211,0.297,0.382,141.47,audio_features,5QTxFnGygVM4jFQiBovmRo,spotify:track:5QTxFnGygVM4jFQiBovmRo,https://api.spotify.com/v1/tracks/5QTxFnGygVM4jFQiBovmRo,https://api.spotify.com/v1/audio-analysis/5QTxFnGygVM4jFQiBovmRo,308120,4
American Woman,The Guess Who,0.55,0.726,2,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,audio_features,3LQPTJEqOfljGBxmpgUnoC,spotify:track:3LQPTJEqOfljGBxmpgUnoC,https://api.spotify.com/v1/tracks/3LQPTJEqOfljGBxmpgUnoC,https://api.spotify.com/v1/audio-analysis/3LQPTJEqOfljGBxmpgUnoC,307493,4
Brown Sugar - 2009 Mix,The Rolling Stones,0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.606,audio_features,61UuPxxYUvacEH6SHIK3sU,spotify:track:61UuPxxYUvacEH6SHIK3sU,https://api.spotify.com/v1/tracks/61UuPxxYUvacEH6SHIK3sU,https://api.spotify.com/v1/audio-analysis/61UuPxxYUvacEH6SHIK3sU,228667,4
Lola - Coca Cola Version,The Kinks,0.474,0.917,9,-4.19,1,0.0395,0.582,0.231,0.201,0.902,152.113,audio_features,0UAJH0k4k3slcE83a9UGCe,spotify:track:0UAJH0k4k3slcE83a9UGCe,https://api.spotify.com/v1/tracks/0UAJH0k4k3slcE83a9UGCe,https://api.spotify.com/v1/audio-analysis/0UAJH0k4k3slcE83a9UGCe,241040,4
