index,uri
"bitch - 2009 mix, the rolling stones",spotify:track:01JYvQ6udfhUw9Jed9EzoK
"i got the blues - 2009 mix, the rolling stones",spotify:track:6WvgizUMVUdPksmm7BMfnm
"sister morphine - 2009 mix, the rolling stones",spotify:track:1XaL1OWGibGlPqLUW9MnCX
"moonlight mile - 2009 mix, the rolling stones",spotify:track:3w7hnMNX4zVZeBJ6LisTjT
"love in vain, the rolling stones",spotify:track:4GNEqWXhKEoMyL3k5wF0r7
"country honk, the rolling stones",spotify:track:6zD3VBPn2VNDdmLEg0coPt
"live with me, the rolling stones",spotify:track:31YMV7aMItO8jzyc10iRrS
"let it bleed, the rolling stones",spotify:track:06FcMPcosZg13x2QODDDK6
"midnight rambler, the rolling stones",spotify:track:3tIvHt7VaIenprWXrYzgwb
"you got the silver, the rolling stones",spotify:track:2pbHaKsIRuIqjZHCLpyQMv
"monkey man, the rolling stones",spotify:track:5m6livL7ccIS92wq16n52r
"you can't always get what you want, the rolling stones",spotify:track:6lFZbCc7pn6Lme1NP7qQqQ
"have you seen your mother, baby, standing in the shadow? - mono version, the rolling stones",spotify:track:31vgSRfK5YOGSCAfj6zPAS
"out of time - edit version, the rolling stones",spotify:track:3sMReRRurYwYGmxuj9e0G5
"my girl, the rolling stones",spotify:track:47eWF81LJRr4jW3lO1FuYJ
"ride on baby, the rolling stones",spotify:track:5VJkazOH2I6uIQ3CsRV4i9
"sittin' on a fence, the rolling stones",spotify:track:2DL6pZw0UBIMaPfdYbNWtd
"let's spend the night together, the rolling stones",spotify:track:1QLr0zOu6fv5hLEHOwdr21
"ruby tuesday, the rolling stones",spotify:track:4hupcimlg3UBbW1kAQ6vrT
"paint it, black, the rolling stones",spotify:track:63T7DJ1AFDD6Bn8VzG6JE8
"mother's little helper, the rolling stones",spotify:track:44xykY61s1aKsgf40A5cyI
"stupid girl, the rolling stones",spotify:track:1KNAcsfbvGvUyRepqrO2QM
"lady jane - mono version, the rolling stones",spotify:track:5816DTCbYrkQpUNBoeupvT
"under my thumb, the rolling stones",spotify:track:779r8XGvQhfBrojXYAbTNb
"doncha bother me, the rolling stones",spotify:track:2rajTnf8L1GA90d0E9FQAp
"going home, the rolling stones",spotify:track:53HIYkeldthD5QMvCJihsF
"flight 505, the rolling stones",spotify:track:3lrOPHTLMMZXU6JaSuTDzg
"high and dry, the rolling stones",spotify:track:7b8Ewe9SJDsLnmeRbFA8Mu
"out of time, the rolling stones",spotify:track:5RFYhFsx88Ged9UNmv5ORj
"it's not easy, the rolling stones",spotify:track:5SHYrS8ppYgOKaZUXFnzap
"i am waiting, the rolling stones",spotify:track:7Ic4AV3xfh0s3FKFnJZKCK
"take it or leave it, the rolling stones",spotify:track:0a70CfeKZci29qgYzHc3ZF
"think, the rolling stones",spotify:track:0Hj0PctKK17aJ4CzaBuE4Z
"what to do - mono version, the rolling stones",spotify:track:1WjPYZLu9LaDCS335Q9ypo
"she said yeah - remastered 2002, the rolling stones",spotify:track:53vGEyQBnwogek7ZddmLEE
"talkin' about you - remastered 2002, the rolling stones",spotify:track:5RNqwzPrR8wtMPAwFXbOhY
"you better move on, the rolling stones",spotify:track:46faF3vV3iLY6GfkZjnYG6
"look what you've done - mono version, the rolling stones",spotify:track:0LQuXd8h0Ee8b6jGLdqxw2
"the singer not the song - mono version, the rolling stones",spotify:track:5wyqsCkNmkGYXzjjrmRiDQ
"get off of my cloud - mono version, the rolling stones",spotify:track:263Iuyk08ks1v6FIudUIGD
"i'm free - mono version, the rolling stones",spotify:track:0uKCgpKGWpk5orWsKg7t6K
"as tears go by - mono version, the rolling stones",spotify:track:1LD75COdR1n8jTIjommyS2
"gotta get away - mono version, the rolling stones",spotify:track:7gV0wgCg7awZ8Bwe99Ruc7
"blue turns to grey, the rolling stones",spotify:track:0WA0Hrs35rxlN0z8MeznUH
"i'm moving on - live, the rolling stones",spotify:track:3QJ5HpjabhvaXnBYcv1p9w
"mercy mercy - remastered 2002, the rolling stones",spotify:track:1XYnzNHGG50lDNHVotRkyX
"that's how strong my love is - remastered 2002, the rolling stones",spotify:track:0mxvBDxJNhrMEsfzAaegBJ
"the spider and the fly - remastered 2002, the rolling stones",spotify:track:0UeKMKb98sqhKhbKYdCxf4
"hitch hike - remastered 2002, the rolling stones",spotify:track:46kq7eoX26e9MdhDwDmcye
"the last time - mono version, the rolling stones",spotify:track:7foiOmd1Je7Z0D3TaZCDro
"good times - remastered 2002, the rolling stones",spotify:track:6g9SQevPDTmGe5kFY3JrGc
"cry to me - remastered 2002, the rolling stones",spotify:track:73PU7Mr8JSuiX0PTYTLQuP
"the under assistant west coast promotion man - edit / mono version, the rolling stones",spotify:track:5LPXMGOugWXduwFMglL4ra
"play with fire - mono version, the rolling stones",spotify:track:30V02AmDYMRvrHE4L8cZAo
"one more try - remastered 2002, the rolling stones",spotify:track:31cv3fhKrFy6UTrWIY5mSD
"everybody needs somebody to love, the rolling stones",spotify:track:72MWPhm7Wdf3Z2EmQNLxCt
"heart of stone - stereo version / remastered 2002, the rolling stones",spotify:track:7oLIJvY8IUSmjfXdUvn3ru
"oh baby (we got a good thing goin') - remastered 2002, the rolling stones",spotify:track:2Dt8ceipgqRsDxln0aV83Q
"little red rooster - mono version, the rolling stones",spotify:track:3GgpUEdSy8uO58XG35rRho
"everybody needs somebody to love - long version, the rolling stones",spotify:track:7AjHtyU0aLwdqb68uzwRlh
"down home girl, the rolling stones",spotify:track:1oRP1QanjB3pBehwJSm6JM
"you can't catch me, the rolling stones",spotify:track:0PAIXbeVe6z8zlkuVHHiq5
"time is on my side - mono version, the rolling stones",spotify:track:2jaN6NgXflZTj2z9CWcqaP
"what a shame - mono version, the rolling stones",spotify:track:2axzYgFG6ddJGv3hXmyTng
"down the road apiece, the rolling stones",spotify:track:7nBGE6jMlrJDplAOPX5BhY
"i can't be satisfied, the rolling stones",spotify:track:0kAjEpT0AXtF2uKhQXo7Ea
"pain in my heart, the rolling stones",spotify:track:2Ha8g7bpI5Ii6bjFBw5Tjd
"off the hook - mono version, the rolling stones",spotify:track:0ys2ipemBVADOGYcjE1N1H
"not fade away - mono version, the rolling stones",spotify:track:0C7w4XnkIGu11MpNWbiTLB
"confessin' the blues, the rolling stones",spotify:track:3AaXHBFpwXWmtg3kcfuwhQ
"time is on my side - mono version / organ intro, the rolling stones",spotify:track:4s8wL4SxEmAEd6XO9mi1Pn
"good times, bad times - mono version, the rolling stones",spotify:track:4RoHJvJ7MXPVj9CL15dQph
"2120 south michigan avenue - long version, the rolling stones",spotify:track:4KoBKbnRh4BywqvY5VPkts
"under the boardwalk, the rolling stones",spotify:track:2JDgTnSv5JU4brzsNtITi8
"congratulations - mono version, the rolling stones",spotify:track:1Uo1CbXqtNJfz6JAcaWxPE
"if you need me, the rolling stones",spotify:track:2eY1YOfHt1Ji17PdtSal7j
"susie q, the rolling stones",spotify:track:52A8QH0MF14J9gcJbN1tIt
"around and around, the rolling stones",spotify:track:5uAiJO2YixjY3LtkIK3FUJ
"empty heart, the rolling stones",spotify:track:5rOfVqZo7WbDPn5zHYvqxL
"it's all over now - mono version, the rolling stones",spotify:track:6fLTxkL2wgC40fBM6IIe7r
"grown up wrong, the rolling stones",spotify:track:5OdKIhgMxlgw2octxDSRow
"truckin' - 2013 remaster, grateful dead",spotify:track:1I6l01BaBgBCVkfQCpIlR6
"brown-eyed women - live at barton hall, cornell university, ithaca, ny 5/8/77, grateful dead",spotify:track:1BlJdQjT6QYjRlfP0C1rz1
"touch of grey - 2013 remaster, grateful dead",spotify:track:0mJQlCl9YgxW7kyeltNiVk
"scarlet begonias - 2013 remaster, grateful dead",spotify:track:3euDGpS2R0NC2Xssqxohva
"ripple - 2013 remaster, grateful dead",spotify:track:1OE5l6sedVcIFELMuxQOPI
"shakedown street - 2013 remaster, grateful dead",spotify:track:1lNRVjK8MukRZpeurYssIx
"all along the watchtower, jimi hendrix",spotify:track:2aoo2jlRnM3A0NyLQqMN2f
"arnold layne - 2016 remastered version, pink floyd",spotify:track:10MTJevhB5UbnhK7In4vav
"wipe out, the surfaris",spotify:track:4SDGb2V6J2rEbxNujwNeMl
"eight miles high, the byrds",spotify:track:2BGNomqCxEDcXyxf8bg27k
"i'm waiting for the man - album version (stereo), the velvet underground",spotify:track:2J9GLqNATExevUPvpLU1Sl
"i wanna be your dog, the stooges",spotify:track:672N8DGGTOLCOgWe0koX5g
"i hate you, the monks",spotify:track:3XrPNRdFbGZESTGPte23dD
"have love will travel, the sonics",spotify:track:2uXkW8uJcOIhlbUatEPLPs
"96 tears, ? & the mysterians",spotify:track:5kIGcBxKdSWuEh6hLlOukV
"i had too much to dream (last night), the electric prunes",spotify:track:5YgCmkSdGukXqK3fJlX4pQ
"slip inside this house - stereo lp version, 13th floor elevators",spotify:track:4GVRHAwABAV0v63YX9Go0p
"psychotic reaction - rarities version, count five",spotify:track:296AZHApFeW2g1qwD6WTcc
"alone again or - 2015 remaster, love",spotify:track:1XuccRABkfUVB4FjSVhjL1
"see emily play - 2016 remastered version, pink floyd",spotify:track:1jlcpwrEnd7IKDz69M5jGk
"care of cell 44, the zombies",spotify:track:5QXqz1KDz8Z8DmfQoxWmmy
"wild thing, the troggs",spotify:track:2cM6hAcaR3zsh2oYYV2MWU
"itchycoo park, small faces",spotify:track:0fYgtNCNCjFDeJWTIMukNU
"in my room - remastered, the beach boys",spotify:track:62fX8EW16l8St2yL8rMer9
"blowin' in the wind, bob dylan",spotify:track:18GiV1BaXzPVYpp9rmOg0E
"street fighting man, the rolling stones",spotify:track:09t1lDivsjZffcTC7rNa2m
"for your love, the yardbirds",spotify:track:7A8oXvjcFnGCmzbswJ0MKu
"with a little help from my friends - remastered 2009, the beatles",spotify:track:2RnPATK99oGOZygnD2GTO6
"mr. tambourine man, the byrds",spotify:track:2HCaIYjkvWSZzaSKUoOh3d
"green river, creedence clearwater revival",spotify:track:1ckVrHITCk9BMhyRcsnblh
"heartbreaker - 1990 remaster, led zeppelin",spotify:track:6WE7jSshLCuVKoCmobVKVf
"she loves you - mono / remastered, the beatles",spotify:track:6nEkxYIEnrbYH7h1hJ8Xn6
"the end - 2017 remaster, the doors",spotify:track:4KGMuqdT1XEzzOJDJFXu7T
"the times they are a-changin', bob dylan",spotify:track:52vA3CYKZqZVdQnzRrdZt6
"i fought the law - single version, the bobby fuller four",spotify:track:6Um3XCAxl9YfFmAnGl93xc
"bring it on home to me, sam cooke",spotify:track:0WVTQp3SOCuMr08jh1jweV
"needles and pins - mono, the searchers",spotify:track:0zABw1PtGYHsU4VDpDZsra
"space oddity - 2015 remaster, david bowie",spotify:track:72Z17vmmeQKAg8bptWvpVG
"nights in white satin - single version / mono mix, the moody blues",spotify:track:6L5BZEcZmD6RBJnimzlyKr
"yesterday - remastered 2009, the beatles",spotify:track:3BQHpFgAp4l80e1XslIjNI
"good vibrations - remastered, the beach boys",spotify:track:5t9KYe0Fhd5cW6UYT4qP8f
"time has come today, the chambers brothers",spotify:track:5qA1ZrjjVLh1cL9GZOFdNm
"foxey lady, jimi hendrix",spotify:track:23MrkN7g6Q5U7GLIxNHN1B
"jumpin' jack flash - mono / remastered, the rolling stones",spotify:track:6EHeivP42y1sbDBc13UB9R
"summer in the city - remastered, the lovin' spoonful",spotify:track:7AzFID6u1b3zIWbd9pb8Dk
"river deep - mountain high, ike & tina turner",spotify:track:44BmNSqH9uZV5OfIjGcER3
"all day and all of the night - 2014 remastered version, the kinks",spotify:track:4rXSVEYOuJNicjAm3NiYK6
"i want to hold your hand - remastered 2015, the beatles",spotify:track:4pbG9SUmWIvsROVLF0zF9s
"summertime blues, blue cheer",spotify:track:6iWaf45YIhj0YT8GFGxsw0
"dazed and confused - 1990 remaster, led zeppelin",spotify:track:6hu1f1cXSw7OAqhpSQ2zDy
"proud mary, creedence clearwater revival",spotify:track:6mv76kovZyVB0UHbqUsee0
"the twist, chubby checker",spotify:track:3ohLnESFgYACPMCkoTOzqE
"good lovin' - single version, the young rascals",spotify:track:0XnhQGfqfi5CnZXcONJuI5
"sweet caroline - single version, neil diamond",spotify:track:6l7tK5SsMlN8a9ccgeIkpS
"green onions, booker t. & the m.g.'s",spotify:track:4fQMGlCawbTkH9yPPZ49kP
"the sounds of silence, simon & garfunkel",spotify:track:39CGrUZUozjtjgAASzzB56
"turn! turn! turn! (to everything there is a season), the byrds",spotify:track:5qBqBdfTEIWJwAS0Jm2F5R
"suite: judy blue eyes - 2005 remaster, crosby, stills & nash",spotify:track:2PuUFT13yCzUOZun94WOXv
"california dreamin' - single version, the mamas & the papas",spotify:track:4s6LhHAV5SEsOV0lC2tjvJ
"evil ways, santana",spotify:track:5tmrnhMxx39jnu3kjopMdP
"crimson & clover - single version, tommy james & the shondells",spotify:track:1vXuYPpkLjn1v06E2EsWQY
"i heard it through the grapevine - single version (mono), marvin gaye",spotify:track:4tMxTsEPybFSX1dq7BOC4K
"born to be wild - single version, steppenwolf",spotify:track:3lN8PP6R2IxbLP05QpYXng
"back in the u.s.s.r. - 2018 mix, the beatles",spotify:track:5Ly2g3fnof2iFE8zsQZJX2
"my generation - original mono version, the who",spotify:track:6UdCTwbVAvNqbWyZKZiRWL
"i can see for miles, the who",spotify:track:2djoYMtTc6eMRVDJ5oEuxm
"the weight - remastered, the band",spotify:track:0sDqo9UPzPUtu9wEkI3zRB
"like a rolling stone, bob dylan",spotify:track:3AhXZa8sUQht0UEdBJgpGc
"summertime, the zombies",spotify:track:7egTKPYxbWaaV1jEzb1rHu
"jumpin' jack flash, the rolling stones",spotify:track:5FMlUJ6wd2aN0lkdlRrEtH
"dancing barefoot, patti smith",spotify:track:4kPSjEg8u1U4pg2dHHMmtf
"she's not there, the zombies",spotify:track:1fibb2CBsQPBrSePsMcmPe
"hello, i love you - 2018 remaster, the doors",spotify:track:73uTAbsl0iwA2Aj0d4oCPp
"satellite of love, lou reed",spotify:track:5WyuRWUcOOhAic0tj9Pl28
"yer blues - live, dirty mac",spotify:track:1mT4MwmdVPHvcqAkYyFg9C
"livin' thing, electric light orchestra",spotify:track:4Oiztg8nd9FOrBoSmvSzrB
"angie - remastered 2009, the rolling stones",spotify:track:6oD0TvHIYmObKNl5Mz05ri
"one of these nights - 2013 remaster, eagles",spotify:track:608xszaAxVh4m7NcKJiAbF
"stairway to heaven - 1990 remaster, led zeppelin",spotify:track:51pQ7vY7WXzxskwloaeqyj
"have you ever seen the rain, creedence clearwater revival",spotify:track:2LawezPeJhN4AWuSB0GtAU
"china grove, the doobie brothers",spotify:track:7cy1bEJV6FCtDaYpsk8aG6
"down on the corner, creedence clearwater revival",spotify:track:4YMLW13PuuO7o3jkIWlKAs
"limelight, rush",spotify:track:0K6yUnIKNsFtfIpTgGtcHm
"runnin' down a dream, tom petty and the heartbreakers",spotify:track:75wP08AtMfGfjk0nPdvVw3
"black water - single version, the doobie brothers",spotify:track:3x1v32I3SZNvC7q7bDhcGm
"can't you see, the marshall tucker band",spotify:track:0N0q5D8KmH13mmODXJsJqS
"listen to the music, the doobie brothers",spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5
"black hole sun, soundgarden",spotify:track:2EoOZnxNgtmZaD8uUmz2nD
"paranoid, black sabbath",spotify:track:1Ly0ssAgeM7YqdHptao8Oe
"still the same, bob seger",spotify:track:5uujhDA7WTFfGBkLh491KI
"all right now, free",spotify:track:7IhkWF9zpiYKlU7CxHxYT9
"magic carpet ride, steppenwolf",spotify:track:6qnhXRedMi71TBYRc9jm4o
"mary jane's last dance, tom petty and the heartbreakers",spotify:track:5eYwDBLucWfWI5KsV7oYX2
"midnight rider, allman brothers band",spotify:track:7J4WbEdRTZGJDsSr5AACCw
"american girl, tom petty and the heartbreakers",spotify:track:7MRyJPksH3G2cXHN8UKYzP
"long cool woman (in a black dress) - 1999 remaster, the hollies",spotify:track:5UwbnHhjnbinJH8TefuQfN
"come together - remastered 2009, the beatles",spotify:track:2EqlS6tkEnglzr7tkKAAYD
"ramblin' man, allman brothers band",spotify:track:41aOyMZXFwvwRpugIlNCGF
"edge of seventeen - 2016 remaster, stevie nicks",spotify:track:5LNiqEqpDc8TuqPy79kDBu
"fly like an eagle, steve miller band",spotify:track:3e0FzZjTXOUtiJGSClOBrI
"paint it, black - mono, the rolling stones",spotify:track:1RJeiAIwR9pZBgJA8ndZLL
"louie louie, the kingsmen",spotify:track:0iA3xXSkSCiJywKyo1UKjQ
"casey jones - 2013 remaster, grateful dead",spotify:track:7LbfuQVct78YoghmoPtsQ8
"baby, let me follow you down - live at royal albert hall, london, uk - may 26, 1966, bob dylan",spotify:track:3MHwnlgUI6R1wSamJ60Mi2
"kashmir - remaster, led zeppelin",spotify:track:6Vjk8MNXpQpi0F4BefdTyq
"for what it's worth, buffalo springfield",spotify:track:1qRA5BS78u3gME0loMl9AA
"behind blue eyes - original album version, the who",spotify:track:6Qg7cgN1oZ5mG5nZe9UG0X
"nights in white satin - single version, the moody blues",spotify:track:3D1Xnj2Q7oh7Vz3RH9fDvC
"revolution - remastered 2009, the beatles",spotify:track:3UDmHZcBTQp8Iu8droNtUl
"let it rain, eric clapton",spotify:track:0hMNAUx9fFBdYQRO5FoQvL
"honky tonk women - mono version, the rolling stones",spotify:track:3RZMzCvYsmJ0u2ioKTOsmJ
"layla - 40th anniversary version / 2010 remastered, derek & the dominos",spotify:track:3k9i7UzeSUYWIfUZFeFDUd
"my generation - mono version, the who",spotify:track:45s88Xopo6KvHc0PQ05aGg
"good times bad times - 1993 remaster, led zeppelin",spotify:track:0QwZfbw26QeUoIy82Z2jYp
"piece of my heart, janis joplin",spotify:track:3PGAgwFWnFCisvjb3rLyuh
"the jean genie - 2013 remastered version, david bowie",spotify:track:3GGkKcUEC4xMxbJ9HEjWNg
"gimme shelter, the rolling stones",spotify:track:1dv3ePjze9tPq2pk8eWJdR
"heart full of soul, the yardbirds",spotify:track:0AiuEo7FCxP2y2WTOpLPe5
"cha cha loco, joe jackson",spotify:track:1K1yKufm4IYvhEqih2IwKQ
"don't get me wrong - 2007 remaster, pretenders",spotify:track:6Wiamk8BAAP50gAAJopsy2
"i'll stand by you, pretenders",spotify:track:3Nf8oGn1okobzjDcFCvT6n
"bad case of loving you (doctor, doctor), robert palmer",spotify:track:75zVpdjXwmy6SLr2hDnJYo
"can't stand losing you, the police",spotify:track:017MqJmYtXUqURJJZZOYv3
"don't stand so close to me - remastered 2003, the police",spotify:track:4DIRsQfLk2mfcrIOQNgAlm
"walking on the moon - remastered 2003, the police",spotify:track:6ScRklja1Dsx1MJFHIDkYG
"every little thing she does is magic - remastered 2003, the police",spotify:track:5pDmunv6G71w7NSjOPXbYw
"heat of the moment, asia",spotify:track:2ZBalNGwjqdKJd29O76wBV
"the logical song - remastered 2010, supertramp",spotify:track:6mHOcVtsHLMuesJkswc0GZ
"solsbury hill, peter gabriel",spotify:track:1CM1wOqD2AIjt2MWd31LV2
"one more night - 2016 remaster, phil collins",spotify:track:6fkvIT9KFKxO8poBeKfaEf
"you'll be in my heart - from ""tarzan""/soundtrack version, phil collins",spotify:track:6kvnSiMBa65Nz29g2TYmyW
"land of confusion - 2007 remaster, genesis",spotify:track:6twIBPybEvGydyNzNz89FT
"that's all - 2007 remaster, genesis",spotify:track:2zFdsAIk9r2Mi7Lmm1w3sM
"keep your hands to yourself, the georgia satellites",spotify:track:5tORtBzHUAnNrIw5Ql3kHZ
"who do you love, george thorogood & the destroyers",spotify:track:04YoKLr1ys5pwz3YfFI0U5
"move it on over, george thorogood & the destroyers",spotify:track:7gfIbrRrOt4eAlQblTqB9O
"bad to the bone, george thorogood & the destroyers",spotify:track:6s0NHplywwr1IjnQpUpWJk
"legs - 2008 remaster, zz top",spotify:track:7t6CAWplijBj4sdl0q3z0e
"tush - 2006 remaster, zz top",spotify:track:6zGDIDjfDkPyNxrEERO3XG
"gimme all your lovin', zz top",spotify:track:0OBwxFLu6Yj61s2OagYbgY
"sharp dressed man - 2008 remaster, zz top",spotify:track:1UBQ5GK8JaQjm5VbkBZY66
"la grange - 2005 remaster, zz top",spotify:track:70YvYr2hGlS01bKRIho1HM
"joy to the world, three dog night",spotify:track:2ymeOsYijJz09LfKw3yM2x
"psycho killer - 2005 remaster, talking heads",spotify:track:1i6N76fftMZhijOzFQ5ZtL
"stuck in the middle with you, stealers wheel",spotify:track:1b7LMtXCXGc2EwOIplI35z
"wheel in the sky, journey",spotify:track:215wUTQQUo2PElJFEFoB0d
"ohio, crosby, stills, nash & young",spotify:track:0ToHhkK4qtwEyKOxhQpMbJ
"more than a feeling, boston",spotify:track:1QEEqeFIZktqIpPI4jSVSF
"like a hurricane - 2003 remaster, neil young",spotify:track:4CqbJHZ6JtVM3MLh41y7JI
"life's been good, joe walsh",spotify:track:2wvMC5EyaaYQwBfiwwY2xE
"deacon blues, steely dan",spotify:track:7Hx2EA4wGaxtsiZCVVLV1i
"knockin' on heaven's door, bob dylan",spotify:track:6HSXNV0b4M4cLJ7ljgVVeh
"feel like makin' love - 2015 remaster, bad company",spotify:track:3KPwt1LBpt1jVSHz8GXERo
"doctor my eyes, jackson browne",spotify:track:3QcuZo6WLcFkqqLmDs0d95
"give a little bit, supertramp",spotify:track:6XUHsYE38CEbYunT983O9G
"come sail away, styx",spotify:track:11G0yprQtMU53BLPMSr093
"foreplay / long time, boston",spotify:track:39C5FuZ8C8M0QI8CrMsPkR
"cheap sunglasses, zz top",spotify:track:30jsPpxLvSCYTTTtdjRzBp
"can't get enough - 2009 remaster, bad company",spotify:track:3DnzFhjydj8XXtCAnVKz14
"caravan - 2013 remaster, van morrison",spotify:track:1US01PIcb3RFVrcN8mO8CS
"we are the champions - remastered 2011, queen",spotify:track:7ccI9cStQbQdystvc6TvxD
"dreams - 2004 remaster, fleetwood mac",spotify:track:0ofHAoxe9vBkTCp2UQIavz
"rocket man (i think it's going to be a long, long time), elton john",spotify:track:3gdewACMIVMEWVbyb8O9sY
"sultans of swing, dire straits",spotify:track:6cr6UDpkjEaMQ80OjWqEBQ
"running on empty, jackson browne",spotify:track:4MZEZz8MqVgvIMXU6AVP22
"heart of gold - 2017 remaster, neil young",spotify:track:5IRWgQiN0c2i4U97iE3OoY
"(don't fear) the reaper, blue öyster cult",spotify:track:5QTxFnGygVM4jFQiBovmRo
"american woman, the guess who",spotify:track:3LQPTJEqOfljGBxmpgUnoC
"brown sugar - 2009 mix, the rolling stones",spotify:track:61UuPxxYUvacEH6SHIK3sU
"lola - coca cola version, the kinks",spotify:track:0UAJH0k4k3slcE83a9UGCe
"cocaine, eric clapton",spotify:track:3ykSdTGmYPFl8pDBXer1zG
"message in a bottle - remastered 2003, the police",spotify:track:5xD021bM8VbqrhCVhxRozx
"smoke on the water, deep purple",spotify:track:5SAUIWdZ04OxYfJFDchC7S
"roxanne - remastered 2003, the police",spotify:track:0SYRVn2YF7HBscQEmlkpTI
"imagine - remastered 2010, john lennon",spotify:track:7pKfPomDEeI4TPT6EOYjn9
"wild horses - 2009 mix, the rolling stones",spotify:track:52dm9op3rbfAkc1LGXgipW
"who'll stop the rain, creedence clearwater revival",spotify:track:3Bh6uInhcVBVvLraGZdkKD
"hotel california - 2013 remaster, eagles",spotify:track:40riOy7x9W7GXjyGp4pjAv
"brass in pocket - 2006 remaster, pretenders",spotify:track:2hvOsGJc6qll4WzW8Ljqc3
"it's the end of the world as we know it (and i feel fine), r.e.m.",spotify:track:2abfaXRfvXr9ErmI8oqz4g
"boys don't cry, the cure",spotify:track:1QFh8OH1e78dGd3VyJZCAC
"pride (in the name of love), u2",spotify:track:4Jdr7BkpqkkUwl2pFR0yVj
"dancing with myself - 2001 remaster, billy idol",spotify:track:7fJnj6rso7N95oztvsxrWD
"white wedding - pt. 1, billy idol",spotify:track:1gzIbdFnGJ226LTl0Cn2SX
"rebel yell, billy idol",spotify:track:1S2yXfKjH5S14W5ga1m0nD
"i still haven't found what i'm looking for - remastered 2007, u2",spotify:track:3MRQ3CSjoiV1HFil8ykM9M
"addicted to love, robert palmer",spotify:track:5izGeTxueiFX1UPFGohY9w
"don't you (forget about me), simple minds",spotify:track:4aWn4NHlELpOehxsBaQeoe
"take on me, a-ha",spotify:track:2WfaOiMkCvy7F5fcp2zZ8L
"jessie's girl, rick springfield",spotify:track:6EUumCXY2GwkIKcuVGfJyM
"money for nothing, dire straits",spotify:track:4yqtwO7MQIIXqoiRBPHAgR
"run to you, bryan adams",spotify:track:2RWFncSWZEhSRRifqiDNVV
"summer of '69, bryan adams",spotify:track:0GONea6G2XdnHWjNZd6zt3
"eye of the tiger, survivor",spotify:track:64F1ojnPPiJiFZtYQtHB7r
"the safety dance, men without hats",spotify:track:5O4NFbDqJ8SOfbjnIhdPDt
"stand - remastered, r.e.m.",spotify:track:5xQS3BaNZDrltmswg7B8YD
"billie jean, michael jackson",spotify:track:5ChkMS8OtdzJeqyybCc9R5
"how soon is now? - 2011 remaster, the smiths",spotify:track:1YrnDTqvcnUKxAIeXyaEmU
"desire, u2",spotify:track:4D01oA1mGouaAT7fubvKRT
"with or without you - remastered, u2",spotify:track:4ha9ajL4Kz98uldAfuos6p
"free fallin', tom petty",spotify:track:5tVA6TkbaAH9QMITTQRrNv
"let's dance - 1999 remaster, david bowie",spotify:track:0F0MA0ns8oXwGw66B2BSXm
"every breath you take - remastered 2003, the police",spotify:track:2sXp9Qmvc7mRaDBjBgcGGi
"another one bites the dust - remastered 2011, queen",spotify:track:57JVGBtBLCfHw2muk5416J
"mama, i'm coming home, ozzy osbourne",spotify:track:0S3gpZzlT9Hb7CCSV2owX7
"crazy train, ozzy osbourne",spotify:track:2b9lp5A6CqSzwOrBfAFhof
"is this love - 2018 remaster, whitesnake",spotify:track:0IhUdJRoolbYeEMPL59XPm
"here i go again - 2018 remaster, whitesnake",spotify:track:1qOU8KzFifXE9YrgjVwYvc
"beautiful girls - 2015 remaster, van halen",spotify:track:7Ly4DzymgujObKg7wWVHZV
"why can't this be love, van halen",spotify:track:0TaT50ZZxT4ytZxuqkE3A9
"you really got me - 2015 remaster, van halen",spotify:track:0upLyFR8Rr52ZpMp5esQoq
"runnin' with the devil - 2015 remaster, van halen",spotify:track:3KhF2YiNpJvGpfiCW45R6D
"panama - 2015 remaster, van halen",spotify:track:05RgAMGypEvqhNs5hPCbMS
"jump - 2015 remaster, van halen",spotify:track:7N3PAbqfTjSEU1edb2tY8j
"rock and roll all nite, kiss",spotify:track:6KTv0Z8BmVqM7DPxbGzpVC
"big ten inch record, aerosmith",spotify:track:3sfdkh6pvMMvhcSIJ2j8AS
"love in an elevator - single version, aerosmith",spotify:track:1l6DV8qhmCdgOKLSAFzPOe
"rag doll, aerosmith",spotify:track:2KCJYwlBWxdlwyIYckIf6V
"dude (looks like a lady), aerosmith",spotify:track:6gQUbFwwdYXlKdmqRoWKJe
"walk this way, aerosmith",spotify:track:5SZ6zX4rOrEQferfFC2MfP
"dream on, aerosmith",spotify:track:5MxNLUsfh7uzROypsoO5qe
"live and let die, guns n' roses",spotify:track:0rFWuqFgHAfuzE8uSB9TWR
"welcome to the jungle, guns n' roses",spotify:track:5NIPsWpDjJTFBoPxCUUeXp
"november rain, guns n' roses",spotify:track:3YRCqOhFifThpSRFJ1VWFM
"sweet child o' mine, guns n' roses",spotify:track:4MhTFsyqIJnjsOweVcU8ug
"do you wanna touch me (oh yeah), joan jett & the blackhearts",spotify:track:6Xprc4GuCejWA3BjU5knyw
"bad reputation, joan jett & the blackhearts",spotify:track:7pu8AhGUxHZSCWTkQ2eb5M
"i hate myself for loving you, joan jett & the blackhearts",spotify:track:2HXixVqzzm9rEUIMAWzshl
"i love rock 'n roll, joan jett & the blackhearts",spotify:track:2Cdvbe2G4hZsnhNMKyGrie
"one way or another, blondie",spotify:track:59CLe8stbcx4XYBWdsfbwK
